processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
GBMIN85257-17	KX110360	8424994		KX110360	Mined from GenBank, NCBI		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus					Linnaeus, 1758																				23.8744	-101.554	Coordinates from country centroid						Mexico		Michoacan											
GBMTG3278-16	NC_021452	6961651		NC_021452	Mined from GenBank, NCBI		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus					Linnaeus, 1758																																									
GMIAJ001-17	BIOUG32677-A09	7696125	BIOUG32677-A09	GMP#10289	Centre for Biodiversity Genomics		BOLD:ABY8587	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus					Kate Perez	BIN Taxonomy Match (Jun 2017)	Kluk, 1802		Vouchered:Registered Collection	inv leg						Kebun Percobaan, UPT UNAND		Malaise Trap	A			Forest			no sieve used		-0.909444	100.476	GPS						Indonesia	Sumatera Barat	Padang	Limau Manis	PDG 1									
GWORL1460-16	BC ZSM Lep 93809	7054240	RNA-1-290	BC ZSM Lep 93809	Research Collection of D.M. Fernandez Camaguey		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19719	Danaus gilippus			Rayner Nunez aguila		Cramer, 1775					D. M. Fernandez							a	M	S						21.422	-77.92			100				Cuba	Camaguey			Reparto Caridad de Mendez	2861259	http://www.boldsystems.org/pics/GWORL/BC_ZSM_Lep_93809+1460737982.JPG	Adult	Dorsal	SNSB, Staatliche Naturwissenschaftliche Sammlungen Bayerns	2016	CreativeCommons - Attribution Non-Commercial Share-Alike	ZSM (SNSB, Zoologische Staatssammlung Muenchen)	Rayner Nunez
JAGWI014-11	WI-JAG-014	1861275		WI-JAG-014	Research Collection of Victor Gonzalez		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19719	Danaus gilippus			Julio A. Genaro		Cramer, 1775					A Lopez, A Perez, JA Genaro							A	M	S														Dominican Republic	Pedernales	Parque Nacional Jaragua			1048356	http://www.boldsystems.org/pics/JAGWI/WI-JAG-014+1288332266.jpg	Dorsal	adult	Julio A Genaro		No Rights Reserved	Caribbean Natural History Group	Julio A Genaro
JAGWI019-11	WI-JAG-019	1861280		WI-JAG-019	Research Collection of Victor Gonzalez		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19719	Danaus gilippus			Julio A. Genaro		Cramer, 1775					OH Garrido							A	M	S														Cuba	Ciudad de la Habana	Monte Barreto			1048361	http://www.boldsystems.org/pics/JAGWI/WI-JAG-019+1288332642.jpg	Dorsal	adult	Julio A Genaro		No Rights Reserved	Caribbean Natural History Group	Julio A Genaro
JAGWI024-11	WI-JAG-024	1861285		WI-JAG-024	Research Collection of Victor Gonzalez		BOLD:AAB3218	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19690	Danaus eresimus			Julio A. Genaro		Cramer, 1777					OH Garrido							A		S														Cuba	Ciudad de la Habana	Monte Barreto			1048366	http://www.boldsystems.org/pics/JAGWI/WI-JAG-24+1288332802.jpg	Dorsal	adult	Julio A Genaro		No Rights Reserved	Caribbean Natural History Group	Julio A Genaro
JAGWI1191-15	Wi-JAG-1191	6488722		Wi-JAG-1191	Research Collection of Victor Gonzalez		BOLD:ACG2034	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	353493	Danaus cleophile			A. Perez Asso		Godart, 1819					A Perez-Asso & A Lopez							adult		S						18.167	-71.417		100					Dominican Republic	Independencia	Caseta 1 (1226m), PN Sierra de Barahuco			2754281	http://www.boldsystems.org/pics/JAGWI/WIJAG1191+1445394342.JPG	Dorsal	adult	Julio A Genaro	2015	No Rights Reserved	Caribbean Natural History Group	A. Perez-Asso
KLEPI151-11	MSA 881	2354886		MSA 881	National Museums of Kenya		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus			J. Mugambi		Linnaeus, 1758					Dicken Odeny							A						Freshly collected		-4.117	39.626							Kenya	Coast	Mombasa		Pungu									
LEPAR1007-14	MACN-Bar-Lep-ct 06074	4567654	MACN-En 14581		Museo Argentino de Ciencias Naturales, Bernardino Rivadavia		BOLD:AAZ7478	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19690	Danaus eresimus			Ezequiel O. Nunez Bustos		Cramer, 1777					Ezequiel Nunez Bustos							adult		S						-26.3051	-58.83			72				Argentina	Formosa	Departamento Laishi	Ea. El Bagual	Reserva Ecologica									
LEPPA364-12	MACN-Bar-Lep-ct 02727	2750221	MACN-Bar-Lep 02727		Museo Argentino de Ciencias Naturales, Bernardino Rivadavia		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19719	Danaus gilippus			Ezequiel O. Nunez Bustos		Cramer, 1775					E. Nunez Bustos and C. Kopuchian							A	M	S						-25.0152	-58.1311			82				Argentina	Formosa	Departamento de Pilcomayo	Parque Nacional Rio Pilcomayo	Parador Yaguarete (orilla Rio Pilcomayo)									
LGSMG294-07	BGS03648	602043		BGS03648	College of Charleston		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus			Brian G. Scholtens		Linnaeus, 1758					Tom Smith							A		S						35.611	-83.425			1532				United States	Tennessee	Sevier County	Great Smoky Mountains National Park	Newfound Gap									
LNOA890-16	MACN-Bar-Lep-ct 07995	7351484	MACN-Bar-Lep 07995		Museo Argentino de Ciencias Naturales, Bernardino Rivadavia		BOLD:AAZ7478	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19690	Danaus eresimus			Ezequiel O. Nunez Bustos		Cramer, 1777					E. Nunez Bustos							adult	M	S						-27.2977	-65.8459			800				Argentina	Tucuman	Departamento Chicligasta	Parque Nacional Campo de los Alisos	Paraje La Jaya									
LNSWE161-06	06-NSWE-00161	210035		06-NSWE-00161	Centre for Biodiversity Genomics		BOLD:AAB3216	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus			Paul D.N. Hebert		Linnaeus, 1758					P.D.N. Hebert							A								-31.459	152.476			118				Australia	New South Wales		Ellenborough	Tom's Creek Retreat	66358	http://www.boldsystems.org/pics/LNSWE/06-NSWE-00161+1139946528.jpg	Dorsal	Dorsal	CBG Photography Group	2010	CreativeCommons - Attribution	Centre for Biodiversity Genomics	CBG Photography Group
LNU1552-20	AVM1231	12557478	AVM1231	AVM1231	Private Collection of Goeran Sjoeberg		BOLD:ABY8587	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	724350	Danaus melanippus	794065	Danaus melanippus edmondii	Goeran Sjoeberg		(Bougaunville, 1837)					Bafraw Karimi															11.182	119.417							Philippines	Palawan	El Nido		Lio									
LNU1622-20	AVM1301	12557548	AVM1301	AVM1301	Private Collection of Goeran Sjoeberg			20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	724350	Danaus melanippus	794065	Danaus melanippus edmondii	Goeran Sjoeberg		(Bougaunville, 1837)					Bafraw Karimi															11.322	119.54							Philippines	Palawan	El Nido		San Fernando									
LOQC776-05	05-QLD-00776	59481			Centre for Biodiversity Genomics		BOLD:AAI9597	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	34928	Danaus affinis			Paul D.N. Hebert		Fabricius, 1775					P.D.N. Hebert															-16.81	145.73			9				Australia	Queensland		Yorkeys Knob		35681	http://www.boldsystems.org/pics/LOQC/05-QLD-00776.jpg	Dorsal	Dorsal	CBG Photography Group	2010	CreativeCommons - Attribution	Centre for Biodiversity Genomics	CBG Photography Group
LSER188-06	2005-TASER-SBP-2188	230562		2005-TASER-SBP-2188	Serengeti Wildlife Research Centre		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus					Linnaeus, 1758					A. Sinclair														385									Tanzania		Serengeti		KOG_10									
LYPAP516-09	MAL-02610	1143015	L-69350	L-69350	El Colegio de la Frontera Sur		BOLD:AAB3218	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19690	Danaus eresimus			Noemi Salas		Cramer, 1777					Alejandro Franco							A		S				montezuma		19.157	-87.544							Mexico	Quintana Roo			Reserva de la Biosfera Sian ka`an: Camino a Tampal									
LYPAP523-09	MAL-02617	1143022	L-74267	L-74267	El Colegio de la Frontera Sur		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19719	Danaus gilippus			Aixchel Maya		Cramer, 1775					David Berdugo							A		S				thersippus		20.749	-89.746							Mexico	Yucatan			Uman, Yaxcopoil									
LYPAP539-09	MAL-02633	1143038	L-25718	L-25718	El Colegio de la Frontera Sur		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus			Santiago Uc		Linnaeus, 1758					Santiago Uc							A		S				plexippus		18.253	-89.451			240				Mexico	Campeche			Ejido Narciso Mendoza									
MHAAA278-05	00-SRNP-672	40027	00-SRNP-672	00-SRNP-672	University of Pennsylvania			20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	74088	Danaus gilippusDHJ02			Daniel H. Janzen							Gloria Sihezar					DHJ:ACG		A	M	S						10.87	-85.392			640				Costa Rica	Alajuela	Area de Conservacion Guanacaste	Sector San Cristobal	Vado Rio Cucaracho	45807|45808	http://www.boldsystems.org/pics/MHAAA/00-SRNP-672-DHJ96866.jpg|http://www.boldsystems.org/pics/MHAAA/00-SRNP-672-DHJ96867.jpg	Dorsal|Ventral	Dorsal|Ventral	Daniel H. Janzen|Daniel H. Janzen	2005|2005	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen
MHAAB655-05	05-SRNP-41040	82872	05-SRNP-41040	05-SRNP-41040	University of Pennsylvania		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	962968	Danaus thersippusDHJ02			Daniel H. Janzen							Minor Carmona					DHJ:ACG		A		S						10.897	-85.27			420				Costa Rica	Alajuela	Area de Conservacion Guanacaste	Rincon Rainforest	Sendero Venado	51013|51014	http://www.boldsystems.org/pics/MHAAB/05-SRNP-41040-DHJ309422.jpg|http://www.boldsystems.org/pics/MHAAB/05-SRNP-41040-DHJ309423.jpg	Dorsal|Ventral	Dorsal|Ventral	Daniel H. Janzen|Daniel H. Janzen	2005|2005	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen
MHMXO674-08	07-SRNP-57740	720997	07-SRNP-57740	07-SRNP-57740	University of Pennsylvania		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	962968	Danaus thersippusDHJ02			Daniel H. Janzen							Mariano Pereira					DHJ:ACG		A		S						10.767	-85.433			325				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector Mundo Nuevo	Estacion La Perla	469788|469789	http://www.boldsystems.org/pics/MHAAD/07-SRNP-57740-DHJ378284+1213054084.jpg|http://www.boldsystems.org/pics/MHAAD/07-SRNP-57740-DHJ378285+1213054084.jpg	Dorsal|Ventral	|	Daniel H. Janzen|Daniel H. Janzen	2008|2008	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen
MHMYK1079-11	10-SRNP-67008	1956882	10-SRNP-67008	10-SRNP-67008	University of Pennsylvania		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus					Linnaeus, 1758										DHJ:ACG										10.7782	-85.3946			660				Costa Rica	Alajuela	Area de Conservacion Guanacaste	Sector Rincon Rain Forest	Guanacaste	1781357	http://www.boldsystems.org/pics/MHMYK/10-SRNP-67008-DHJ530594+1347475154.jpg	Dorsal		Daniel H. Janzen	2010	CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen
MHMYK12388-16	15-SRNP-75783	7195196	15-SRNP-75783	15-SRNP-75783	University of Pennsylvania		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	962968	Danaus thersippusDHJ02			Daniel H. Janzen							Cirilo Umana							adult		S						10.9355	-85.2531			123				Costa Rica	Alajuela	Area de Conservacion Guanacaste	Sector Rincon Rain Forest	Finca Esmeralda	3096060|3096065	http://www.boldsystems.org/pics/MHMYK/15-SRNP-75783-DHJ911640+1491233654.jpg|http://www.boldsystems.org/pics/MHMYK/15-SRNP-75783-DHJ911641+1491233654.jpg	Dorsal|Ventral	|	Daniel H. Janzen|Daniel H. Janzen	2017|2017	CreativeCommons – Attribution Non-Commercial Share-Alike|CreativeCommons – Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen
MHMYL8057-16	16-SRNP-35004	7359033	16-SRNP-35004	16-SRNP-35004	University of Pennsylvania		BOLD:AAB3218	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	402976	Danaus montezuma			Daniel H. Janzen							Harry Ramirez							adult	F	S						10.9047	-85.468			820				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector Cacao	Rancho Harold									
MHMYL8060-16	16-SRNP-35040	7359036	16-SRNP-35040	16-SRNP-35040	University of Pennsylvania		BOLD:AAB3218	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	402976	Danaus montezuma			Daniel H. Janzen							Harry Ramirez							adult	M	S						10.9047	-85.468			820				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector Cacao	Rancho Harold									
MHMYS760-12	12-SRNP-13184	2821509	12-SRNP-13184	12-SRNP-13184	University of Pennsylvania		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	962968	Danaus thersippusDHJ02			Daniel H. Janzen																						10.8352	-85.6248			285				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector Santa Rosa	Corta Fuegos Naranjo	1987809|1987812	http://www.boldsystems.org/pics/MHMYS/12-SRNP-13184-DHJ562866+1365548462.jpg|http://www.boldsystems.org/pics/MHMYS/12-SRNP-13184-DHJ562867+1365548462.jpg	Adult|Adult	|	Daniel H. Janzen|Daniel H. Janzen	2013|2013	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen
MHMYS763-12	12-SRNP-13183	2821512	12-SRNP-13183	12-SRNP-13183	University of Pennsylvania		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	962968	Danaus thersippusDHJ02			Daniel H. Janzen																						10.8352	-85.6248			285				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector Santa Rosa	Corta Fuegos Naranjo	1987826|1987830	http://www.boldsystems.org/pics/MHMYS/12-SRNP-13183-DHJ562872+1365548462.jpg|http://www.boldsystems.org/pics/MHMYS/12-SRNP-13183-DHJ562873+1365548462.jpg	Adult|Adult	|	Daniel H. Janzen|Daniel H. Janzen	2013|2013	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen
SETIU032-16	WWF32	7169659	WWF32	WWF32	University of Malaya, Museum of Zoology			20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	724350	Danaus melanippus			John James Wilson		(Cramer)					John James Wilson, Gary Sing Kong Wah							Adult								5.60695	102.719							Malaysia	Terengganu	Setiu		Lata Chakah	2889860	http://www.boldsystems.org/pics/SETIU/WWF32+1457364288.JPG	Dorsal	Danaus melanippus	JJW	2016	CreativeCommons - Attribution Non-Commercial No Derivatives	Museum of Zoology, University of Malaya	Yap Yenese
USLEP1539-10	10BBLEP-01539	1561177	10BBLEP-01539	L#2010FL-350	Centre for Biodiversity Genomics		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19719	Danaus gilippus					Cramer, 1775					Biobus 2010							A		S				Myakka River SP	Freehand Sampling|warm (20s) sunny, low wind	27.2524	-82.2958			1				United States	Florida	Myakka River SP	Powerline	live oak forest	836504	http://www.boldsystems.org/pics/USLEP/10BBLEP-01539+1279807902.jpg	Dorsal		CBG Photography Group	2010	CreativeCommons - Attribution	Centre for Biodiversity Genomics	CBG Photography Group
ANICT1130-11	11ANIC-07130	1891873	ANIC Database No. 31 045066	11ANIC-07130	Australian National Insect Collection			20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	34928	Danaus affinis			ANIC Curators		Fabricius, 1775					W.N.B.Quick							A		S						-16.924	145.771	Google Earth						Australia	Queensland			Cairns	1095657	http://www.boldsystems.org/pics/ANICT/11ANIC_07130+1301894620.JPG	Dorsal		CSIRO/CBG Photography Group	2011	CreativeCommons - Attribution	Centre for Biodiversity Genomics	Jaclyn McCormick
BBLOC568-11	BIOUG01458-A03	2204017	BIOUG01458-A03	L#11BIOBUS-2661	Centre for Biodiversity Genomics		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19719	Danaus gilippus			Jacopo D'Ercole	Morphology (Oct 2017)	Cramer, 1775					Biobus 2011							A		S				Catalina State Park	hand collecting|sunny and hot	32.425	-110.924	GPSmap 60Cx		828				United States	Arizona	Catalina State Park	campground	grass, small trees									
BBLOC991-11	BIOUG01468-B11	2206553	BIOUG01468-B11	L#11BIOBUS-2354	Centre for Biodiversity Genomics		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus			Paul D.N. Hebert	Digital Morphology; BOLD Barcode Library (August, 2012)	Linnaeus, 1758					Biobus 2011							A		S				San Clemente State Beach	hand collecting|sunny and hot	33.402	-117.603	GPSmap 60Cx		27				United States	California	San Clemente State Beach	campground	bushes around campsites, butterfly trail, cliff ed									
BBLOD930-11	BIOUG01569-E09	2230805	BIOUG01569-E09	L#11BIOBUS-2188	Centre for Biodiversity Genomics		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19719	Danaus gilippus			Allison Brown	BOLD ID Engine and Morphology (Jul 2018)	Cramer, 1775					Biobus 2011							A		S				Dead Horse Ranch State Park	hand collecting|sunny and hot	34.754	-112.018	GPSmap 60Cx		1019				United States	Arizona	Dead Horse Ranch State Park	around quail loop campground	dry forested area around campground									
BKKP085-18	3LPF009	9026196	3LPF009	3LPF009	Naresuan University			20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus			Gary Sing Kong Wah		Linnaeus, 1758					Narong Jaturas							Adult			Park					13.731	100.541							Thailand	Bangkok	Bangkok Metropolitan Region		Lumphini Park	3528665	http://www.boldsystems.org/pics/BKKP/3LPF009+1502357038.JPG	Dorsal		Sing Kong Wah	2018	CreativeCommons - Attribution Non-Commercial No Derivatives	Kunming Institute of Zoology	Sing Kong Wah
BKKP208-18	3QSF004	9026319	3QSF004	3QSF004	Naresuan University			20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus			Gary Sing Kong Wah		Linnaeus, 1758					Narong Jaturas							Adult			Park					13.806	100.549							Thailand	Bangkok	Bangkok Metropolitan Region		Queen Sirikit Park	3528694	http://www.boldsystems.org/pics/BKKP/3QSF004+1502369150.JPG	Dorsal		Sing Kong Wah	2018	CreativeCommons - Attribution Non-Commercial No Derivatives	Kunming Institute of Zoology	Sing Kong Wah
